datetime,Open,High,Low,Close,volume,rsi,signal,expiry
2026-03-25 10:50:00,23359.3,23378.35,23354.35,23375.8,5106636,80.95681406658214,,2026-03-26
2026-03-25 10:55:00,23375.3,23376.25,23357.2,23367.45,3762666,78.39115992402446,,2026-03-26
2026-03-25 11:00:00,23366.0,23391.95,23366.0,23384.8,5682276,79.8220904881741,,2026-03-26
2026-03-25 11:05:00,23385.1,23432.6,23383.15,23419.35,7480215,82.33123945431852,,2026-03-26
2026-03-25 11:10:00,23418.35,23433.7,23415.2,23432.55,5915583,83.19123583296738,,2026-03-26
2026-03-25 11:15:00,23432.3,23434.75,23412.45,23417.85,6507314,78.6028800744635,,2026-03-26
2026-03-25 11:20:00,23417.75,23423.0,23388.45,23388.75,6512554,70.3330038185552,,2026-03-26
2026-03-25 11:25:00,23388.35,23398.65,23377.3,23388.4,5383277,70.2372870520176,,2026-03-26
2026-03-25 11:30:00,23391.5,23406.8,23380.0,23389.65,6056510,70.39226172841941,,2026-03-26
2026-03-25 11:35:00,23389.25,23394.25,23343.5,23359.1,8363305,61.90788275805051,,2026-03-26
2026-03-25 11:40:00,23358.9,23381.45,23355.65,23361.35,5354491,62.26858942356577,,2026-03-26
2026-03-25 11:45:00,23361.3,23402.7,23359.4,23390.1,6014359,66.61836343546581,,2026-03-26
2026-03-25 11:50:00,23391.85,23416.1,23389.3,23411.4,5237982,69.4301562067906,,2026-03-26
2026-03-25 11:55:00,23411.3,23416.35,23390.4,23399.35,4557906,66.04107521407364,,2026-03-26
2026-03-25 12:00:00,23399.4,23414.3,23394.5,23411.6,4525332,67.76378294214675,,2026-03-26
2026-03-25 12:05:00,23411.85,23422.45,23402.45,23411.75,4662133,67.78533313540773,,2026-03-26
2026-03-25 12:10:00,23411.25,23442.35,23408.25,23440.35,4417059,71.67361475731195,,2026-03-26
2026-03-25 12:15:00,23439.95,23447.75,23417.85,23441.4,4993804,71.80814985411773,,2026-03-26
2026-03-25 12:20:00,23441.75,23449.75,23433.4,23433.95,3704629,69.29343813573723,,2026-03-26
2026-03-25 12:25:00,23433.45,23436.3,23421.0,23429.25,4224751,67.68308587182781,,2026-03-26
2026-03-25 12:30:00,23429.0,23465.35,23416.55,23448.7,4854998,70.71603476064926,,2026-03-26
2026-03-25 12:35:00,23447.55,23458.1,23433.25,23435.55,4178875,66.19292028398262,,2026-03-26
2026-03-25 12:40:00,23434.5,23450.95,23430.9,23447.55,4306803,68.19228631397985,,2026-03-26
2026-03-25 12:45:00,23447.85,23452.25,23414.35,23418.65,5646229,59.12355615749568,,2026-03-26
2026-03-25 12:50:00,23419.45,23420.4,23389.8,23390.25,4640295,51.829141847961786,,2026-03-26
2026-03-25 12:55:00,23391.0,23400.85,23372.35,23375.35,4821604,48.45167361076405,,2026-03-26
2026-03-25 13:00:00,23374.85,23403.15,23369.7,23399.55,4286988,53.726011740694,,2026-03-26
2026-03-25 13:05:00,23400.5,23420.5,23384.9,23392.3,3836618,52.00913026878102,,2026-03-26
2026-03-25 13:10:00,23393.75,23405.0,23390.0,23392.6,2908723,52.07737423330698,,2026-03-26
2026-03-25 13:15:00,23392.2,23411.65,23381.5,23381.5,3518108,49.284798129913916,,2026-03-26
2026-03-25 13:20:00,23381.0,23397.1,23371.55,23392.6,3425639,52.053628609348316,,2026-03-26
2026-03-25 13:25:00,23391.5,23424.3,23391.0,23412.95,3680091,56.71895530966865,,2026-03-26
2026-03-25 13:30:00,23414.15,23432.35,23388.1,23423.95,4512751,59.03906810975424,,2026-03-26
2026-03-25 13:35:00,23424.5,23439.25,23417.9,23429.5,4014930,60.19837171358428,,2026-03-26
2026-03-25 13:40:00,23429.9,23434.9,23420.3,23432.55,4857570,60.85407217305495,,2026-03-26
2026-03-25 13:45:00,23432.95,23451.3,23429.2,23444.9,5087311,63.47776955868759,,2026-03-26
2026-03-25 13:50:00,23445.75,23462.8,23423.2,23428.55,5835799,57.941091090795496,,2026-03-26
2026-03-25 13:55:00,23428.0,23437.1,23419.0,23430.2,4592477,58.33603832666476,,2026-03-26
2026-03-25 14:00:00,23430.35,23460.3,23429.2,23443.45,5854147,61.46535195012675,,2026-03-26
2026-03-25 14:05:00,23444.5,23447.9,23402.7,23406.3,8351528,50.10275166804222,,2026-03-26
2026-03-25 14:10:00,23406.7,23418.7,23387.45,23390.75,4911282,46.24881785810226,,2026-03-26
