criteria_timestamp,supertrend_signal_time,macd_signal_time,pattern_vwap_signal_time,criteria_type,criteria_breakout_price,symbol,expiry_date,strike_price,option_type,entry_signal,ENTRY_TIME,entry_price,stoploss,EXIT_TIME,exit_price,PNL,reason_for_exit
2024-06-04 14:25:00,2024-06-04 14:25:00,2024-06-04 14:25:00,2024-06-04 14:25:00,SHORT,21909.75,NIFTY,2024-06-06,21900.0,PUT,BUY,2024-06-04 14:25:00,381.85,22209.47689129385,2024-06-04 15:15:00,299.5,-82.35000000000002,Exittime
2024-06-04 14:25:00,2024-06-04 14:25:00,2024-06-04 14:25:00,2024-06-04 14:25:00,SHORT,21909.75,NIFTY,2024-06-06,21900.0,PUT,BUY,2024-06-04 14:25:00,381.85,22209.47689129385,2024-06-04 15:15:00,299.5,-82.35000000000002,Exittime
2024-06-04 14:40:00,2024-06-04 14:25:00,2024-06-04 14:25:00,2024-06-04 14:40:00,SHORT,21989.75,NIFTY,2024-06-06,22000.0,PUT,BUY,2024-06-04 14:40:00,384.5,22209.47689129385,2024-06-04 15:15:00,352.25,-32.25,Exittime
2024-06-04 14:40:00,2024-06-04 14:25:00,2024-06-04 14:25:00,2024-06-04 14:40:00,SHORT,21989.75,NIFTY,2024-06-06,22000.0,PUT,BUY,2024-06-04 14:40:00,384.5,22209.47689129385,2024-06-04 15:15:00,352.25,-32.25,Exittime
2024-06-05 10:10:00,2024-06-05 10:10:00,2024-06-05 10:00:00,2024-06-05 10:10:00,LONG,22063.3,NIFTY,2024-06-06,22050.0,CALL,BUY,2024-06-05 10:10:00,148.45,21812.443514913328,2024-06-05 11:50:00,288.95,140.5,Stoploss
2024-06-05 10:10:00,2024-06-05 10:10:00,2024-06-05 10:00:00,2024-06-05 10:10:00,LONG,22063.3,NIFTY,2024-06-06,22050.0,CALL,BUY,2024-06-05 10:10:00,148.45,21812.443514913328,2024-06-05 11:50:00,288.95,140.5,Stoploss
2024-06-05 13:35:00,2024-06-05 13:35:00,2024-06-05 13:35:00,2024-06-05 13:35:00,LONG,22438.15,NIFTY,2024-06-06,22450.0,CALL,BUY,2024-06-05 13:35:00,140.4,22303.060250608964,2024-06-05 15:15:00,236.0,95.6,Exittime
2024-06-05 13:35:00,2024-06-05 13:35:00,2024-06-05 13:35:00,2024-06-05 13:35:00,LONG,22438.15,NIFTY,2024-06-06,22450.0,CALL,BUY,2024-06-05 13:35:00,140.4,22303.060250608964,2024-06-05 15:15:00,236.0,95.6,Exittime
2024-06-05 14:15:00,2024-06-05 13:35:00,2024-06-05 13:35:00,2024-06-05 14:15:00,LONG,22463.4,NIFTY,2024-06-06,22450.0,CALL,BUY,2024-06-05 14:15:00,159.5,22418.727407168037,2024-06-05 15:15:00,236.0,76.5,Exittime
2024-06-05 14:15:00,2024-06-05 13:35:00,2024-06-05 13:35:00,2024-06-05 14:15:00,LONG,22463.4,NIFTY,2024-06-06,22450.0,CALL,BUY,2024-06-05 14:15:00,159.5,22418.727407168037,2024-06-05 15:15:00,236.0,76.5,Exittime
2024-06-05 14:50:00,2024-06-05 14:50:00,2024-06-05 14:50:00,2024-06-05 14:50:00,LONG,22606.8,NIFTY,2024-06-06,22600.0,CALL,BUY,2024-06-05 14:50:00,170.1,22493.556379382593,2024-06-05 15:15:00,151.25,-18.849999999999994,Exittime
2024-06-05 14:50:00,2024-06-05 14:50:00,2024-06-05 14:50:00,2024-06-05 14:50:00,LONG,22606.8,NIFTY,2024-06-06,22600.0,CALL,BUY,2024-06-05 14:50:00,170.1,22493.556379382593,2024-06-05 15:15:00,151.25,-18.849999999999994,Exittime
2024-06-06 13:35:00,2024-06-06 13:35:00,2024-06-06 13:30:00,2024-06-06 13:35:00,LONG,22810.95,NIFTY,2024-06-06,22800.0,CALL,BUY,2024-06-06 13:35:00,34.55,22674.05864220075,2024-06-06 14:25:00,13.85,-20.699999999999996,Stoploss
2024-06-06 13:35:00,2024-06-06 13:35:00,2024-06-06 13:30:00,2024-06-06 13:35:00,LONG,22810.95,NIFTY,2024-06-06,22800.0,CALL,BUY,2024-06-06 13:35:00,34.55,22674.05864220075,2024-06-06 14:25:00,13.85,-20.699999999999996,Stoploss
2024-06-06 14:20:00,2024-06-06 14:20:00,2024-06-06 14:20:00,2024-06-06 14:20:00,LONG,22744.2,NIFTY,2024-06-06,22750.0,CALL,BUY,2024-06-06 14:20:00,28.05,22726.94571009071,2024-06-06 14:25:00,27.4,-0.6500000000000021,Stoploss
2024-06-06 14:20:00,2024-06-06 14:20:00,2024-06-06 14:20:00,2024-06-06 14:20:00,LONG,22744.2,NIFTY,2024-06-06,22750.0,CALL,BUY,2024-06-06 14:20:00,28.05,22726.94571009071,2024-06-06 14:25:00,27.4,-0.6500000000000021,Stoploss
2024-06-06 15:00:00,2024-06-06 15:00:00,2024-06-06 14:55:00,2024-06-06 15:00:00,LONG,22817.85,NIFTY,2024-06-06,22800.0,CALL,BUY,2024-06-06 15:00:00,12.4,22696.675476941935,2024-06-06 15:15:00,19.5,7.1,Exittime
2024-06-06 15:00:00,2024-06-06 15:00:00,2024-06-06 14:55:00,2024-06-06 15:00:00,LONG,22817.85,NIFTY,2024-06-06,22800.0,CALL,BUY,2024-06-06 15:00:00,12.4,22696.675476941935,2024-06-06 15:15:00,19.5,7.1,Exittime
2024-06-10 09:35:00,2024-06-10 09:35:00,2024-06-10 09:35:00,2024-06-10 09:35:00,SHORT,23272.35,NIFTY,2024-06-13,23250.0,PUT,BUY,2024-06-10 09:35:00,169.05,23376.32537218355,2024-06-10 10:20:00,154.9,-14.150000000000006,Stoploss
